,Name,Team,Games,PassComp,PassAtt,PassYards,PassTD,INT,RunAtt,RunYards,RunTD,FFP,FFPPG,Season,Week
2304,BruceGradkowski,TB,1.0,3.0,4.0,22.0,0.0,1.0,0.0,0.0,0.0,1.1,1.1,2007.0,5
2546,BruceGradkowski,TB,1.0,1.0,1.0,2.0,0.0,0.0,2.0,-2.0,0.0,-0.1,-0.1,2007.0,11
2576,BruceGradkowski,TB,1.0,9.0,19.0,106.0,0.0,0.0,2.0,24.0,0.0,7.7,7.7,2007.0,12
2670,BruceGradkowski,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,14
2720,BruceGradkowski,TB,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,-0.2,-0.2,2007.0,15
3417,BruceGradkowski,CLE,1.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2008.0,16
3458,BruceGradkowski,CLE,1.0,5.0,16.0,18.0,0.0,2.0,1.0,2.0,0.0,1.1,1.1,2008.0,17
3502,BruceGradkowski,OAK,1.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2009.0,1
3732,BruceGradkowski,OAK,1.0,10.0,19.0,97.0,0.0,0.0,2.0,25.0,0.0,7.4,7.4,2009.0,7
3851,BruceGradkowski,OAK,1.0,4.0,8.0,46.0,0.0,2.0,1.0,9.0,0.0,3.2,3.2,2009.0,10
3879,BruceGradkowski,OAK,1.0,17.0,34.0,183.0,2.0,1.0,6.0,8.0,0.0,18.0,18.0,2009.0,11
3921,BruceGradkowski,OAK,1.0,18.0,35.0,200.0,1.0,0.0,3.0,30.0,0.0,17.0,17.0,2009.0,12
3952,BruceGradkowski,OAK,1.0,20.0,33.0,308.0,3.0,0.0,3.0,20.0,0.0,29.4,29.4,2009.0,13
4021,BruceGradkowski,OAK,1.0,10.0,18.0,153.0,0.0,0.0,3.0,16.0,0.0,9.3,9.3,2009.0,14
4239,BruceGradkowski,OAK,1.0,11.0,22.0,162.0,1.0,1.0,4.0,0.0,0.0,12.1,12.1,2010.0,2
4277,BruceGradkowski,OAK,1.0,17.0,34.0,255.0,1.0,1.0,4.0,13.0,0.0,18.1,18.1,2010.0,3
4302,BruceGradkowski,OAK,1.0,24.0,39.0,278.0,2.0,2.0,3.0,16.0,0.0,23.5,23.5,2010.0,4
4366,BruceGradkowski,OAK,1.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2010.0,5
4583,BruceGradkowski,OAK,1.0,13.0,24.0,98.0,0.0,1.0,1.0,12.0,0.0,6.1,6.1,2010.0,11
4611,BruceGradkowski,OAK,1.0,17.0,32.0,252.0,1.0,2.0,0.0,0.0,0.0,16.6,16.6,2010.0,12
4871,BruceGradkowski,CIN,1.0,5.0,12.0,92.0,1.0,0.0,2.0,0.0,0.0,8.6,8.6,2011.0,1
5318,BruceGradkowski,CIN,1.0,3.0,6.0,17.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2011.0,13
5535,BruceGradkowski,CIN,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012.0,1
6099,BruceGradkowski,CIN,1.0,5.0,11.0,65.0,0.0,0.0,3.0,-2.0,0.0,3.1,3.1,2012.0,17
6803,BruceGradkowski,PIT,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-0.2,-0.2,2014.0,3
20,ByronLeftwich,JAC,1.0,18.0,36.0,147.0,1.0,2.0,2.0,11.0,0.0,12.5,12.5,2004.0,1
69,ByronLeftwich,JAC,1.0,8.0,16.0,120.0,1.0,0.0,2.0,8.0,0.0,10.8,10.8,2004.0,2
111,ByronLeftwich,JAC,1.0,14.0,20.0,124.0,1.0,0.0,3.0,5.0,0.0,10.7,10.7,2004.0,3
130,ByronLeftwich,JAC,1.0,29.0,41.0,318.0,1.0,0.0,0.0,0.0,0.0,19.9,19.9,2004.0,4
167,ByronLeftwich,JAC,1.0,36.0,54.0,357.0,1.0,2.0,3.0,10.0,1.0,28.9,28.9,2004.0,5
201,ByronLeftwich,JAC,1.0,24.0,36.0,298.0,2.0,0.0,3.0,25.0,1.0,31.4,31.4,2004.0,6
240,ByronLeftwich,JAC,1.0,23.0,30.0,300.0,2.0,1.0,2.0,3.0,0.0,23.3,23.3,2004.0,7
297,ByronLeftwich,JAC,1.0,25.0,40.0,227.0,0.0,2.0,2.0,5.0,0.0,11.9,11.9,2004.0,8
446,ByronLeftwich,JAC,1.0,19.0,34.0,235.0,1.0,0.0,0.0,0.0,0.0,15.8,15.8,2004.0,12
490,ByronLeftwich,JAC,1.0,16.0,27.0,268.0,1.0,0.0,1.0,4.0,0.0,17.8,17.8,2004.0,13
523,ByronLeftwich,JAC,1.0,25.0,45.0,242.0,2.0,1.0,4.0,8.0,0.0,20.9,20.9,2004.0,14
580,ByronLeftwich,JAC,1.0,9.0,20.0,121.0,2.0,0.0,3.0,9.0,0.0,15.0,15.0,2004.0,15
630,ByronLeftwich,JAC,1.0,6.0,14.0,35.0,0.0,1.0,4.0,19.0,0.0,3.7,3.7,2004.0,16
666,ByronLeftwich,JAC,1.0,15.0,28.0,149.0,0.0,1.0,10.0,41.0,0.0,11.6,11.6,2004.0,17
694,ByronLeftwich,JAC,1.0,17.0,31.0,252.0,2.0,0.0,4.0,9.0,0.0,21.5,21.5,2005.0,1
758,ByronLeftwich,JAC,1.0,16.0,29.0,198.0,0.0,0.0,3.0,11.0,0.0,11.0,11.0,2005.0,2
790,ByronLeftwich,JAC,1.0,16.0,23.0,177.0,2.0,1.0,2.0,12.0,0.0,18.1,18.1,2005.0,3
828,ByronLeftwich,JAC,1.0,20.0,34.0,240.0,1.0,2.0,1.0,3.0,0.0,16.3,16.3,2005.0,4
867,ByronLeftwich,JAC,1.0,10.0,24.0,161.0,2.0,0.0,5.0,0.0,0.0,16.1,16.1,2005.0,5
914,ByronLeftwich,JAC,1.0,19.0,35.0,177.0,1.0,1.0,1.0,1.0,0.0,13.0,13.0,2005.0,6
978,ByronLeftwich,JAC,1.0,18.0,31.0,213.0,2.0,1.0,1.0,9.0,0.0,19.6,19.6,2005.0,8
1012,ByronLeftwich,JAC,1.0,19.0,25.0,218.0,1.0,0.0,4.0,10.0,1.0,21.9,21.9,2005.0,9
1063,ByronLeftwich,JAC,1.0,16.0,30.0,211.0,1.0,0.0,4.0,3.0,0.0,14.9,14.9,2005.0,10
1083,ByronLeftwich,JAC,1.0,22.0,38.0,258.0,3.0,0.0,6.0,9.0,1.0,31.8,31.8,2005.0,11
1163,ByronLeftwich,JAC,1.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2005.0,12
1403,ByronLeftwich,JAC,1.0,23.0,34.0,237.0,1.0,1.0,5.0,7.0,1.0,22.6,22.6,2006.0,1
1463,ByronLeftwich,JAC,1.0,26.0,39.0,260.0,0.0,1.0,5.0,4.0,0.0,13.4,13.4,2006.0,2
1507,ByronLeftwich,JAC,1.0,16.0,28.0,107.0,1.0,2.0,6.0,14.0,1.0,16.8,16.8,2006.0,3
1523,ByronLeftwich,JAC,1.0,21.0,35.0,289.0,3.0,1.0,5.0,14.0,0.0,27.9,27.9,2006.0,4
1575,ByronLeftwich,JAC,1.0,9.0,20.0,140.0,2.0,0.0,4.0,2.0,0.0,15.2,15.2,2006.0,5
1662,ByronLeftwich,JAC,1.0,14.0,28.0,125.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3,2006.0,7
2226,ByronLeftwich,ATL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,3
2302,ByronLeftwich,ATL,1.0,2.0,8.0,28.0,0.0,1.0,3.0,1.0,0.0,1.5,1.5,2007.0,5
2368,ByronLeftwich,ATL,1.0,15.0,23.0,145.0,1.0,0.0,3.0,6.0,0.0,11.9,11.9,2007.0,7
2538,ByronLeftwich,ATL,1.0,15.0,28.0,106.0,0.0,2.0,0.0,0.0,0.0,5.3,5.3,2007.0,11
2852,ByronLeftwich,PIT,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2008.0,1
2891,ByronLeftwich,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008.0,2
2929,ByronLeftwich,PIT,1.0,4.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2008.0,3
3070,ByronLeftwich,PIT,1.0,3.0,3.0,34.0,1.0,0.0,0.0,0.0,0.0,5.7,5.7,2008.0,7
3133,ByronLeftwich,PIT,1.0,7.0,10.0,129.0,1.0,0.0,1.0,-1.0,0.0,10.4,10.4,2008.0,9
3446,ByronLeftwich,PIT,1.0,7.0,12.0,80.0,0.0,0.0,1.0,8.0,1.0,10.8,10.8,2008.0,17
3479,ByronLeftwich,TB,1.0,25.0,41.0,276.0,1.0,0.0,3.0,3.0,0.0,18.1,18.1,2009.0,1
3516,ByronLeftwich,TB,1.0,26.0,50.0,296.0,3.0,2.0,1.0,0.0,0.0,26.8,26.8,2009.0,2
3585,ByronLeftwich,TB,1.0,7.0,16.0,22.0,0.0,1.0,2.0,3.0,0.0,1.4,1.4,2009.0,3
4296,ByronLeftwich,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,3
4831,ByronLeftwich,PIT,1.0,5.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,2010.0,17
5840,ByronLeftwich,PIT,1.0,7.0,14.0,73.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,2012.0,10
5862,ByronLeftwich,PIT,1.0,18.0,39.0,201.0,0.0,1.0,1.0,31.0,1.0,19.2,19.2,2012.0,11
3743,CalebHanie,CHI,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2009.0,7
4076,CalebHanie,CHI,1.0,2.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2009.0,15
4175,CalebHanie,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009.0,17
4330,CalebHanie,CHI,1.0,3.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,2010.0,4
4365,CalebHanie,CHI,1.0,2.0,3.0,19.0,0.0,0.0,1.0,-1.0,0.0,0.9,0.9,2010.0,5
5066,CalebHanie,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,6
5206,CalebHanie,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,10
5252,CalebHanie,CHI,1.0,18.0,36.0,254.0,2.0,3.0,5.0,50.0,0.0,25.7,25.7,2011.0,12
5316,CalebHanie,CHI,1.0,11.0,24.0,133.0,0.0,3.0,1.0,3.0,0.0,7.0,7.0,2011.0,13
5361,CalebHanie,CHI,1.0,12.0,19.0,115.0,0.0,0.0,2.0,11.0,0.0,6.9,6.9,2011.0,14
5400,CalebHanie,CHI,1.0,10.0,23.0,111.0,1.0,3.0,5.0,34.0,0.0,13.0,13.0,2011.0,15
4843,CamNewton,CAR,1.0,24.0,37.0,422.0,2.0,1.0,8.0,18.0,1.0,36.9,36.9,2011.0,1
4880,CamNewton,CAR,1.0,28.0,46.0,432.0,1.0,3.0,10.0,53.0,1.0,36.9,36.9,2011.0,2
4944,CamNewton,CAR,1.0,18.0,34.0,158.0,1.0,0.0,7.0,27.0,0.0,14.6,14.6,2011.0,3
4960,CamNewton,CAR,1.0,27.0,46.0,374.0,1.0,1.0,8.0,35.0,2.0,38.2,38.2,2011.0,4
5004,CamNewton,CAR,1.0,16.0,31.0,224.0,2.0,1.0,7.0,27.0,1.0,27.9,27.9,2011.0,5
5038,CamNewton,CAR,1.0,21.0,35.0,237.0,0.0,3.0,7.0,47.0,1.0,22.6,22.6,2011.0,6
5071,CamNewton,CAR,1.0,18.0,23.0,256.0,1.0,0.0,10.0,59.0,1.0,28.7,28.7,2011.0,7
5102,CamNewton,CAR,1.0,22.0,35.0,290.0,3.0,0.0,6.0,53.0,0.0,31.8,31.8,2011.0,8
5185,CamNewton,CAR,1.0,23.0,40.0,212.0,0.0,1.0,7.0,55.0,0.0,16.1,16.1,2011.0,10
5214,CamNewton,CAR,1.0,22.0,38.0,280.0,1.0,4.0,7.0,37.0,2.0,33.7,33.7,2011.0,11
5257,CamNewton,CAR,1.0,20.0,27.0,208.0,0.0,0.0,9.0,53.0,1.0,21.7,21.7,2011.0,12
5287,CamNewton,CAR,1.0,12.0,21.0,204.0,1.0,0.0,14.0,54.0,3.0,37.6,37.6,2011.0,13
5339,CamNewton,CAR,1.0,19.0,39.0,276.0,2.0,2.0,7.0,36.0,0.0,25.4,25.4,2011.0,14
5385,CamNewton,CAR,1.0,13.0,23.0,149.0,2.0,0.0,7.0,55.0,0.0,21.0,21.0,2011.0,15
5417,CamNewton,CAR,1.0,12.0,17.0,171.0,3.0,0.0,6.0,65.0,1.0,33.1,33.1,2011.0,16
5476,CamNewton,CAR,1.0,15.0,25.0,158.0,1.0,1.0,6.0,32.0,0.0,15.1,15.1,2011.0,17
5516,CamNewton,CAR,1.0,23.0,33.0,303.0,1.0,2.0,5.0,4.0,0.0,19.6,19.6,2012.0,1
5539,CamNewton,CAR,1.0,14.0,20.0,253.0,1.0,0.0,13.0,71.0,1.0,29.8,29.8,2012.0,2
5590,CamNewton,CAR,1.0,16.0,30.0,242.0,0.0,3.0,6.0,6.0,1.0,18.7,18.7,2012.0,3
5612,CamNewton,CAR,1.0,15.0,24.0,215.0,2.0,0.0,9.0,86.0,1.0,33.4,33.4,2012.0,4
5666,CamNewton,CAR,1.0,12.0,29.0,141.0,0.0,0.0,7.0,42.0,0.0,11.3,11.3,2012.0,5
5720,CamNewton,CAR,1.0,21.0,37.0,233.0,1.0,1.0,6.0,64.0,0.0,22.1,22.1,2012.0,7
5753,CamNewton,CAR,1.0,20.0,39.0,314.0,0.0,2.0,5.0,37.0,0.0,19.4,19.4,2012.0,8
5782,CamNewton,CAR,1.0,13.0,23.0,201.0,1.0,0.0,8.0,37.0,1.0,23.8,23.8,2012.0,9
5819,CamNewton,CAR,1.0,21.0,36.0,241.0,2.0,2.0,4.0,7.0,0.0,20.8,20.8,2012.0,10
5860,CamNewton,CAR,1.0,16.0,29.0,252.0,1.0,0.0,11.0,40.0,0.0,20.6,20.6,2012.0,11
5880,CamNewton,CAR,1.0,18.0,28.0,306.0,2.0,0.0,14.0,52.0,2.0,40.5,40.5,2012.0,12
5915,CamNewton,CAR,1.0,15.0,27.0,232.0,3.0,0.0,7.0,78.0,0.0,31.4,31.4,2012.0,13
5948,CamNewton,CAR,1.0,23.0,35.0,287.0,2.0,0.0,9.0,116.0,1.0,40.0,40.0,2012.0,14
6000,CamNewton,CAR,1.0,19.0,33.0,231.0,2.0,0.0,4.0,7.0,0.0,20.3,20.3,2012.0,15
6034,CamNewton,CAR,1.0,18.0,29.0,170.0,1.0,1.0,12.0,60.0,1.0,24.5,24.5,2012.0,16
6089,CamNewton,CAR,1.0,16.0,33.0,248.0,0.0,1.0,7.0,34.0,0.0,15.8,15.8,2012.0,17
6136,CamNewton,CAR,1.0,16.0,23.0,125.0,1.0,0.0,5.0,38.0,0.0,14.1,14.1,2013.0,1
6155,CamNewton,CAR,1.0,21.0,38.0,229.0,2.0,1.0,4.0,15.0,0.0,21.0,21.0,2013.0,2
6177,CamNewton,CAR,1.0,15.0,27.0,223.0,3.0,1.0,7.0,45.0,1.0,33.7,33.7,2013.0,3
6263,CamNewton,CAR,1.0,21.0,39.0,308.0,0.0,3.0,4.0,25.0,0.0,17.9,17.9,2013.0,5
6281,CamNewton,CAR,1.0,20.0,26.0,242.0,3.0,0.0,9.0,30.0,1.0,33.1,33.1,2013.0,6
6333,CamNewton,CAR,1.0,15.0,17.0,204.0,1.0,0.0,10.0,26.0,0.0,16.8,16.8,2013.0,7
6351,CamNewton,CAR,1.0,23.0,32.0,221.0,2.0,0.0,11.0,50.0,1.0,30.1,30.1,2013.0,8
6389,CamNewton,CAR,1.0,23.0,37.0,249.0,1.0,2.0,5.0,22.0,1.0,24.7,24.7,2013.0,9
6433,CamNewton,CAR,1.0,16.0,32.0,169.0,0.0,1.0,7.0,17.0,0.0,10.2,10.2,2013.0,10
6444,CamNewton,CAR,1.0,19.0,28.0,209.0,3.0,0.0,7.0,62.0,0.0,28.7,28.7,2013.0,11
6485,CamNewton,CAR,1.0,19.0,38.0,174.0,1.0,1.0,8.0,51.0,1.0,23.8,23.8,2013.0,12
6510,CamNewton,CAR,1.0,18.0,29.0,263.0,2.0,2.0,5.0,68.0,1.0,34.0,34.0,2013.0,13
6566,CamNewton,CAR,1.0,22.0,34.0,160.0,1.0,0.0,6.0,48.0,0.0,16.8,16.8,2013.0,14
6603,CamNewton,CAR,1.0,16.0,24.0,273.0,1.0,0.0,7.0,12.0,0.0,18.9,18.9,2013.0,15
6636,CamNewton,CAR,1.0,13.0,22.0,181.0,1.0,1.0,4.0,6.0,0.0,13.7,13.7,2013.0,16
6666,CamNewton,CAR,1.0,15.0,27.0,149.0,2.0,1.0,12.0,72.0,0.0,22.7,22.7,2013.0,17
6740,CamNewton,CAR,1.0,22.0,34.0,281.0,1.0,0.0,4.0,19.0,0.0,20.0,20.0,2014.0,2
6784,CamNewton,CAR,1.0,24.0,35.0,250.0,1.0,0.0,2.0,7.0,0.0,17.2,17.2,2014.0,3
6826,CamNewton,CAR,1.0,14.0,25.0,197.0,1.0,0.0,2.0,7.0,0.0,14.6,14.6,2014.0,4
6849,CamNewton,CAR,1.0,19.0,35.0,255.0,2.0,1.0,6.0,9.0,0.0,21.7,21.7,2014.0,5
6874,CamNewton,CAR,1.0,29.0,46.0,284.0,2.0,1.0,17.0,107.0,1.0,38.9,38.9,2014.0,6
6923,CamNewton,CAR,1.0,17.0,31.0,205.0,1.0,1.0,7.0,41.0,0.0,18.4,18.4,2014.0,7
6971,CamNewton,CAR,1.0,12.0,22.0,171.0,0.0,1.0,12.0,24.0,0.0,11.0,11.0,2014.0,8
6997,CamNewton,CAR,1.0,10.0,28.0,151.0,0.0,1.0,7.0,43.0,1.0,17.9,17.9,2014.0,9
7015,CamNewton,CAR,1.0,25.0,40.0,306.0,2.0,3.0,2.0,6.0,0.0,23.9,23.9,2014.0,10
7043,CamNewton,CAR,1.0,23.0,37.0,292.0,2.0,2.0,5.0,30.0,0.0,25.6,25.6,2014.0,11
7121,CamNewton,CAR,1.0,18.0,35.0,194.0,1.0,1.0,9.0,49.0,0.0,18.6,18.6,2014.0,13
7140,CamNewton,CAR,1.0,21.0,33.0,226.0,3.0,0.0,12.0,83.0,1.0,37.6,37.6,2014.0,14
7222,CamNewton,CAR,1.0,18.0,31.0,201.0,1.0,1.0,12.0,63.0,1.0,26.4,26.4,2014.0,16
7265,CamNewton,CAR,1.0,10.0,16.0,114.0,1.0,0.0,6.0,51.0,1.0,20.8,20.8,2014.0,17
8,CarsonPalmer,CIN,1.0,18.0,27.0,248.0,2.0,1.0,2.0,10.0,0.0,21.4,21.4,2004.0,1
74,CarsonPalmer,CIN,1.0,21.0,38.0,147.0,0.0,1.0,0.0,0.0,0.0,7.4,7.4,2004.0,2
103,CarsonPalmer,CIN,1.0,25.0,52.0,316.0,0.0,3.0,1.0,2.0,0.0,16.0,16.0,2004.0,3
145,CarsonPalmer,CIN,1.0,20.0,37.0,164.0,1.0,2.0,1.0,1.0,0.0,12.3,12.3,2004.0,4
221,CarsonPalmer,CIN,1.0,20.0,36.0,148.0,1.0,1.0,0.0,0.0,0.0,11.4,11.4,2004.0,6
252,CarsonPalmer,CIN,1.0,12.0,21.0,198.0,1.0,1.0,4.0,0.0,0.0,13.9,13.9,2004.0,7
295,CarsonPalmer,CIN,1.0,20.0,36.0,247.0,0.0,1.0,0.0,0.0,0.0,12.4,12.4,2004.0,8
319,CarsonPalmer,CIN,1.0,21.0,32.0,212.0,1.0,0.0,2.0,1.0,1.0,20.7,20.7,2004.0,9
364,CarsonPalmer,CIN,1.0,24.0,39.0,217.0,1.0,2.0,2.0,-3.0,0.0,14.6,14.6,2004.0,10
405,CarsonPalmer,CIN,1.0,13.0,25.0,165.0,2.0,1.0,0.0,0.0,0.0,16.3,16.3,2004.0,11
433,CarsonPalmer,CIN,1.0,22.0,29.0,251.0,4.0,3.0,2.0,10.0,0.0,29.6,29.6,2004.0,12
476,CarsonPalmer,CIN,1.0,29.0,36.0,382.0,3.0,1.0,2.0,7.0,0.0,31.8,31.8,2004.0,13
525,CarsonPalmer,CIN,1.0,18.0,24.0,202.0,2.0,1.0,2.0,19.0,0.0,20.0,20.0,2004.0,14
684,CarsonPalmer,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,17
691,CarsonPalmer,CIN,1.0,26.0,34.0,280.0,2.0,1.0,0.0,0.0,0.0,22.0,22.0,2005.0,1
736,CarsonPalmer,CIN,1.0,27.0,40.0,337.0,3.0,1.0,4.0,3.0,0.0,29.2,29.2,2005.0,2
786,CarsonPalmer,CIN,1.0,16.0,23.0,169.0,3.0,0.0,6.0,-3.0,0.0,20.2,20.2,2005.0,3
826,CarsonPalmer,CIN,1.0,25.0,34.0,276.0,1.0,0.0,1.0,-1.0,0.0,17.7,17.7,2005.0,4
864,CarsonPalmer,CIN,1.0,22.0,33.0,239.0,2.0,0.0,1.0,1.0,0.0,20.1,20.1,2005.0,5
894,CarsonPalmer,CIN,1.0,27.0,33.0,272.0,2.0,0.0,3.0,4.0,0.0,22.0,22.0,2005.0,6
939,CarsonPalmer,CIN,1.0,21.0,36.0,227.0,0.0,2.0,3.0,8.0,1.0,18.2,18.2,2005.0,7
976,CarsonPalmer,CIN,1.0,22.0,34.0,237.0,3.0,1.0,0.0,0.0,0.0,23.9,23.9,2005.0,8
1015,CarsonPalmer,CIN,1.0,19.0,26.0,248.0,2.0,0.0,4.0,-3.0,0.0,20.1,20.1,2005.0,9
1089,CarsonPalmer,CIN,1.0,25.0,38.0,335.0,2.0,1.0,1.0,1.0,0.0,24.9,24.9,2005.0,11
1132,CarsonPalmer,CIN,1.0,22.0,30.0,302.0,3.0,1.0,1.0,14.0,0.0,28.5,28.5,2005.0,12
1175,CarsonPalmer,CIN,1.0,22.0,38.0,227.0,3.0,0.0,3.0,-3.0,0.0,23.1,23.1,2005.0,13
1242,CarsonPalmer,CIN,1.0,13.0,27.0,93.0,1.0,1.0,1.0,1.0,0.0,8.8,8.8,2005.0,14
1255,CarsonPalmer,CIN,1.0,28.0,39.0,274.0,3.0,2.0,1.0,8.0,0.0,26.5,26.5,2005.0,15
1310,CarsonPalmer,CIN,1.0,25.0,36.0,266.0,2.0,2.0,4.0,14.0,0.0,22.7,22.7,2005.0,16
1389,CarsonPalmer,CIN,1.0,5.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2005.0,17
1430,CarsonPalmer,CIN,1.0,13.0,19.0,127.0,0.0,0.0,2.0,-1.0,0.0,6.3,6.3,2006.0,1
1449,CarsonPalmer,CIN,1.0,24.0,40.0,352.0,2.0,2.0,3.0,1.0,0.0,25.7,25.7,2006.0,2
1490,CarsonPalmer,CIN,1.0,18.0,26.0,193.0,4.0,2.0,3.0,5.0,0.0,26.2,26.2,2006.0,3
1540,CarsonPalmer,CIN,1.0,20.0,35.0,245.0,0.0,0.0,0.0,0.0,0.0,12.3,12.3,2006.0,4
1614,CarsonPalmer,CIN,1.0,24.0,37.0,261.0,1.0,0.0,2.0,1.0,0.0,17.2,17.2,2006.0,6
1641,CarsonPalmer,CIN,1.0,23.0,39.0,240.0,2.0,0.0,1.0,6.0,0.0,20.6,20.6,2006.0,7
1675,CarsonPalmer,CIN,1.0,24.0,36.0,266.0,2.0,0.0,1.0,7.0,0.0,22.0,22.0,2006.0,8
1721,CarsonPalmer,CIN,1.0,12.0,26.0,195.0,1.0,2.0,1.0,5.0,0.0,14.3,14.3,2006.0,9
1738,CarsonPalmer,CIN,1.0,31.0,42.0,440.0,3.0,0.0,2.0,-1.0,0.0,33.9,33.9,2006.0,10
1782,CarsonPalmer,CIN,1.0,14.0,22.0,275.0,3.0,1.0,2.0,-1.0,0.0,25.7,25.7,2006.0,11
1824,CarsonPalmer,CIN,1.0,25.0,32.0,275.0,3.0,1.0,1.0,2.0,0.0,26.0,26.0,2006.0,12
1884,CarsonPalmer,CIN,1.0,21.0,32.0,234.0,1.0,0.0,3.0,-3.0,0.0,15.4,15.4,2006.0,13
1913,CarsonPalmer,CIN,1.0,20.0,28.0,297.0,2.0,3.0,0.0,0.0,0.0,22.9,22.9,2006.0,14
1973,CarsonPalmer,CIN,1.0,14.0,28.0,176.0,0.0,0.0,1.0,11.0,0.0,9.9,9.9,2006.0,15
2005,CarsonPalmer,CIN,1.0,21.0,40.0,209.0,2.0,2.0,2.0,6.0,0.0,19.1,19.1,2006.0,16
2051,CarsonPalmer,CIN,1.0,20.0,38.0,251.0,2.0,0.0,2.0,-3.0,0.0,20.3,20.3,2006.0,17
2101,CarsonPalmer,CIN,1.0,20.0,32.0,194.0,2.0,0.0,3.0,0.0,0.0,17.7,17.7,2007.0,1
2138,CarsonPalmer,CIN,1.0,33.0,50.0,401.0,6.0,2.0,2.0,10.0,0.0,45.1,45.1,2007.0,2
2193,CarsonPalmer,CIN,1.0,27.0,43.0,342.0,1.0,2.0,1.0,-1.0,0.0,21.0,21.0,2007.0,3
2250,CarsonPalmer,CIN,1.0,21.0,35.0,234.0,1.0,2.0,0.0,0.0,0.0,15.7,15.7,2007.0,4
2316,CarsonPalmer,CIN,1.0,26.0,43.0,320.0,2.0,2.0,1.0,2.0,0.0,24.2,24.2,2007.0,6
2365,CarsonPalmer,CIN,1.0,14.0,21.0,226.0,1.0,1.0,0.0,0.0,0.0,15.3,15.3,2007.0,7
2402,CarsonPalmer,CIN,1.0,23.0,31.0,205.0,1.0,0.0,1.0,2.0,0.0,14.5,14.5,2007.0,8
2435,CarsonPalmer,CIN,1.0,26.0,39.0,271.0,2.0,1.0,3.0,5.0,0.0,22.1,22.1,2007.0,9
2482,CarsonPalmer,CIN,1.0,23.0,34.0,271.0,0.0,0.0,2.0,-2.0,0.0,13.4,13.4,2007.0,10
2511,CarsonPalmer,CIN,1.0,37.0,52.0,329.0,2.0,4.0,2.0,-1.0,0.0,24.4,24.4,2007.0,11
2551,CarsonPalmer,CIN,1.0,32.0,38.0,283.0,3.0,1.0,0.0,0.0,0.0,26.2,26.2,2007.0,12
2618,CarsonPalmer,CIN,1.0,17.0,44.0,183.0,0.0,0.0,2.0,-2.0,0.0,9.0,9.0,2007.0,13
2656,CarsonPalmer,CIN,1.0,21.0,29.0,189.0,0.0,2.0,3.0,-3.0,0.0,9.2,9.2,2007.0,14
2693,CarsonPalmer,CIN,1.0,19.0,31.0,251.0,1.0,0.0,2.0,1.0,0.0,16.7,16.7,2007.0,15
2749,CarsonPalmer,CIN,1.0,11.0,21.0,115.0,1.0,2.0,0.0,0.0,0.0,9.8,9.8,2007.0,16
2774,CarsonPalmer,CIN,1.0,23.0,32.0,316.0,3.0,1.0,2.0,-1.0,0.0,27.7,27.7,2007.0,17
2846,CarsonPalmer,CIN,1.0,10.0,25.0,99.0,0.0,1.0,3.0,15.0,0.0,6.5,6.5,2008.0,1
2881,CarsonPalmer,CIN,1.0,16.0,27.0,134.0,0.0,2.0,0.0,0.0,0.0,6.7,6.7,2008.0,2
2905,CarsonPalmer,CIN,1.0,27.0,39.0,286.0,1.0,0.0,3.0,23.0,0.0,20.6,20.6,2008.0,3
